NOME,FASE_2020,FASE_2021,FASE_2022,PEDRA_2020,PEDRA_2021,PEDRA_2022,PONTO_VIRADA_2020,PONTO_VIRADA_2021,PONTO_VIRADA_2022,IAN_2020,IAN_2021,IAN_2022,IDA_2020,IDA_2021,IDA_2022,IEG_2020,IEG_2021,IEG_2022,IAA_2020,IAA_2021,IAA_2022,IPS_2020,IPS_2021,IPS_2022,IPP_2020,IPP_2021,IPP_2022,IPV_2020,IPV_2021,IPV_2022,INDE_2020,INDE_2021,INDE_2022,STATUS_ALUNO,ANO_INGRESSO,FASE_PARADA,dimensao_academica,dimensao_psicossocial,dimensao_psicopedagogica
ALUNO-635,5.0,5.0,,Quartzo,Quartzo,,0.0,0.0,,10.0,5.0,,4.333333333333333,4.8,,6.7,3.3,,6.25001,4.6,,4.375,5.0,,7.1875,5.9,,5.083325,4.0,,6.004582666666666,4.494,,Desistiu em 2022,2017.0,,5.688888888888889,5.056252499999999,5.54270625
ALUNO-636,5.0,,,Quartzo,,,0.0,,,5.0,,,6.0,,,3.7,,,7.08334,,,7.5,,,6.875,,,5.611113333333333,,,5.708056666666667,,,Desistiu em 2021,2019.0,,4.8999999999999995,7.29167,6.243056666666666
ALUNO-638,1.0,2.0,3.0,Ágata,Ágata,Quartzo,0.0,0.0,0.0,5.0,5.0,5.0,8.5,6.1,1.777777777777778,9.2,6.3,3.63610347985348,9.000020000000001,8.5,9.16668,5.0,6.9,5.0,2.5,7.5,5.625,6.08333,7.7,3.75,6.906668,6.783,4.311944251526252,Ativo,2019.0,3.0,5.61265347307014,7.261116666666666,5.526388333333333
ALUNO-639,2.0,,,Quartzo,,,0.0,,,10.0,,,1.5,,,5.7,,,7.91668,,,7.5,,,7.083333333333333,,,6.888883333333332,,,6.067778,,,Desistiu em 2021,2019.0,,5.733333333333333,7.70834,6.986108333333332
ALUNO-640,7.0,,,Ágata,,,0.0,,,5.0,,,4.666666666666667,,,8.0,,,8.33334,,,7.5,,,8.59375,,,8.41667,,,7.159376333333334,,,Desistiu em 2021,2019.0,,5.888888888888889,7.91667,8.50521
ALUNO-642,1.0,1.0,1.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,10.0,5.0,5.0,10.0,6.4,9.083333333333332,6.7,7.5,9.365317341329336,7.50002,8.5,0.0,7.5,6.3,5.0,7.083333333333334,6.9,6.458333333333334,7.277776666666666,8.2,8.055553333333334,8.003890666666667,7.082,6.946674134932534,Ativo,2019.0,1.0,7.672072297184741,5.800003333333334,7.329166111111111
ALUNO-644,1.0,2.0,3.0,Topázio,Topázio,Topázio,1.0,1.0,1.0,5.0,10.0,10.0,10.0,9.4,8.111111111111112,8.6,10.0,8.310738968633705,9.50002,10.0,9.16668,8.75,5.0,6.25,7.8125,8.5,8.90625,9.000005,9.7,8.6250025,8.626253,9.163,8.441663515948964,Ativo,2018.0,3.0,8.824650008860536,8.111116666666666,8.757292916666668
ALUNO-645,0.0,0.0,1.0,Topázio,Ágata,Quartzo,0.0,0.0,0.0,10.0,5.0,5.0,9.5,5.3,1.166666666666666,10.0,6.7,4.015594541910332,9.000020000000001,10.0,9.50002,7.5,7.5,7.5,7.5,7.5,4.166666666666666,6.500005,6.2,5.44444,8.600003000000001,6.633,4.742008908382067,Ativo,2020.0,1.0,6.298029023175221,8.500006666666666,6.2185186111111115
ALUNO-646,2.0,2.0,,Ametista,Ametista,,0.0,0.0,,10.0,5.0,,8.5,6.6,,8.4,7.9,,8.000020000000001,9.0,,7.5,7.5,,5.3125,7.7,,6.75,7.8,,7.811252000000001,7.396,,Desistiu em 2022,2019.0,,7.733333333333333,8.000005,6.890625
ALUNO-647,1.0,2.0,2.0,Ágata,Quartzo,Ametista,0.0,0.0,0.0,5.0,5.0,5.0,7.5,0.0,6.916666666666666,8.2,1.7,8.945807279140613,8.500020000000001,9.5,9.50002,5.0,5.0,5.0,6.666666666666667,7.3,6.666666666666666,7.722219999999999,4.3,7.888890000000001,7.201112666666667,3.868,7.366941455828123,Ativo,2018.0,2.0,5.362497105089697,7.08334,6.757407222222223
ALUNO-648,3.0,,,Ágata,,,0.0,,,10.0,,,5.0,,,6.2,,,7.916679999999999,,,7.5,,,6.875000000000001,,,5.499993333333334,,,6.569166666666667,,,Desistiu em 2021,2019.0,,7.066666666666666,7.70834,6.187496666666668
ALUNO-655,1.0,,,Ametista,,,0.0,,,10.0,,,9.0,,,9.4,,,8.500020000000001,,,7.5,,,6.458333333333334,,,7.722219999999999,,,8.470279333333334,,,Desistiu em 2021,2020.0,,9.466666666666667,8.00001,7.090276666666666
ALUNO-657,2.0,2.0,3.0,Topázio,Ametista,Topázio,0.0,1.0,1.0,10.0,5.0,10.0,8.5,8.5,6.777777777777778,9.6,6.3,9.544534412955466,9.000020000000001,9.5,9.16668,7.5,7.5,8.75,8.958333333333332,9.0,8.75,8.055560000000002,10.0,8.458335,8.776947333333334,8.046,8.622797438146648,Ativo,2019.0,3.0,8.246923576748138,8.56945,8.87037138888889
ALUNO-659,3.0,3.0,,Quartzo,Quartzo,,0.0,0.0,,10.0,10.0,,0.0,1.3,,5.7,3.6,,7.91667,8.3,,7.5,7.5,,7.34375,7.8,,7.0833325,5.1,,5.8327085,5.348,,Desistiu em 2022,2019.0,,5.1000000000000005,7.8041675,6.831770625000001
ALUNO-661,7.0,,,Ametista,,,0.0,,,10.0,,,7.0,,,9.1,,,9.16668,,,7.5,,,7.5,,,8.125,,,8.261668,,,Desistiu em 2021,2017.0,,8.700000000000001,8.33334,7.8125
ALUNO-663,1.0,2.0,2.0,Ametista,Quartzo,Quartzo,0.0,0.0,0.0,5.0,10.0,5.0,9.0,3.3,4.5,8.5,2.9,4.984593837535014,9.000020000000001,7.8,5.83334,6.25,7.5,7.5,4.6875,6.7,4.375,6.916665,5.2,6.055553333333335,7.377085000000001,5.479,5.378863434173669,Ativo,2018.0,2.0,5.909399315281669,7.313893333333333,5.655786388888889
ALUNO-664,4.0,5.0,6.0,Topázio,Topázio,Topázio,1.0,1.0,1.0,5.0,5.0,5.0,9.333333333333334,9.3,8.011111111111111,10.0,8.6,9.485054347826086,9.58335,10.0,10.00002,10.0,7.5,9.375,9.166666666666666,8.8,9.0625,9.8889,9.9,10.00001,9.219448333333334,8.681,8.842987091787439,Ativo,2019.0,6.0,7.747722088030059,9.409728333333332,9.469679444444445
ALUNO-666,7.0,,,Quartzo,,,0.0,,,10.0,,,0.0,,,0.4,,,5.8333200000000005,,,7.5,,,4.84375,,,4.66667,,,3.831041,,,Desistiu em 2021,2018.0,,3.466666666666667,6.66666,4.75521
ALUNO-668,1.0,2.0,2.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,5.0,10.0,5.0,9.0,4.5,5.25,7.1,5.8,7.324793465144342,9.000020000000001,8.0,9.000020000000001,7.5,7.5,7.5,7.916666666666668,7.5,6.041666666666667,7.833333333333333,6.8,6.944443333333333,7.728335333333334,6.722,6.658016026362202,Ativo,2020.0,2.0,6.552754829460483,8.08334,7.172685
ALUNO-670,5.0,6.0,,Ametista,Ametista,,1.0,1.0,,5.0,5.0,,8.0,7.9,,7.5,7.5,,8.75001,7.9,,9.375,7.5,,9.166666666666666,9.2,,9.33334,9.2,,8.195835666666667,7.872,,Desistiu em 2022,2020.0,,6.816666666666666,8.3812525,9.225001666666666
ALUNO-671,1.0,1.0,,Ametista,Ametista,,0.0,0.0,,5.0,5.0,,10.0,7.4,,6.0,9.6,,8.500020000000001,9.0,,7.5,6.3,,7.5,8.3,,7.555549999999998,8.5,,7.561112,7.963,,Desistiu em 2022,2018.0,,7.166666666666667,7.825005,7.9638875
ALUNO-672,1.0,1.0,,Ametista,Quartzo,,0.0,0.0,,10.0,5.0,,4.5,2.3,,9.6,3.3,,9.000020000000001,9.5,,6.25,7.5,,7.8125,7.7,,7.916665,6.6,,7.709585000000001,5.411,,Desistiu em 2022,2018.0,,5.783333333333334,8.062505,7.50729125
ALUNO-676,5.0,,,Quartzo,,,0.0,,,5.0,,,0.0,,,1.9,,,4.58334,,,3.75,,,8.125,,,7.000003333333334,,,3.925834666666667,,,Desistiu em 2021,2018.0,,2.3000000000000003,4.16667,7.562501666666667
ALUNO-677,1.0,,,Ametista,,,0.0,,,5.0,,,9.0,,,9.1,,,9.50002,,,6.25,,,3.4375,,,8.58334,,,7.75542,,,Desistiu em 2021,2019.0,,7.7,7.87501,6.01042
ALUNO-678,2.0,,,Quartzo,,,0.0,,,10.0,,,0.0,,,4.5,,,0.0,,,7.5,,,7.5,,,6.6111,,,4.72222,,,Desistiu em 2021,2019.0,,4.833333333333333,3.75,7.05555
ALUNO-680,7.0,,,Ágata,,,0.0,,,10.0,,,6.5,,,7.6,,,7.5,,,5.625,,,6.71875,,,6.375,,,7.079375000000001,,,Desistiu em 2021,2019.0,,8.033333333333333,6.5625,6.546875
ALUNO-681,2.0,2.0,3.0,Quartzo,Ágata,Ágata,0.0,0.0,0.0,5.0,5.0,5.0,1.25,6.6,4.555555555555555,7.9,6.3,6.922504578754578,8.000020000000001,8.5,9.58335,5.0,6.9,7.5,4.6875,7.3,8.28125,7.75,7.5,6.666665,5.648752,6.842,6.665405026862027,Ativo,2018.0,3.0,5.392006681590015,7.580561666666665,7.0309025
ALUNO-682,1.0,1.0,,Ametista,Ametista,,0.0,1.0,,5.0,5.0,,9.0,7.3,,9.6,9.6,,9.000020000000001,8.0,,7.5,7.5,,7.1875,8.1,,7.75,9.1,,8.138752,8.04,,Desistiu em 2022,2020.0,,7.583333333333333,8.000005,8.034375
ALUNO-683,0.0,,,Ametista,,,0.0,,,5.0,,,10.0,,,9.8,,,6.91668,,,5.0,,,2.5,,,6.99999,,,7.301666,,,Desistiu em 2021,2019.0,,8.266666666666667,5.95834,4.749995
ALUNO-684,1.0,,,Ametista,,,0.0,,,5.0,,,9.5,,,8.1,,,10.00002,,,7.5,,,5.416666666666666,,,7.777773333333332,,,7.867223333333334,,,Desistiu em 2021,2018.0,,7.533333333333334,8.75001,6.597219999999999
ALUNO-685,0.0,0.0,,Ametista,Ágata,,0.0,0.0,,10.0,5.0,,9.5,4.7,,9.9,5.0,,8.500020000000001,8.5,,7.5,6.3,,2.5,7.2,,5.0,7.1,,7.730002000000001,6.048,,Desistiu em 2022,2019.0,,7.349999999999999,7.700005,5.449999999999999
ALUNO-686,0.0,0.0,1.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,5.0,5.0,5.0,9.0,6.5,6.583333333333333,8.6,5.8,7.349624060150376,10.00002,9.5,8.500020000000001,5.0,7.5,6.875,7.8125,7.5,5.625,7.333335,7.5,7.333335,7.767919,6.917,6.853260478696742,Ativo,2018.0,1.0,6.536995265942634,7.89584,7.184028333333333
ALUNO-688,7.0,7.0,,Ágata,Ametista,,0.0,0.0,,10.0,5.0,,4.666666666666667,8.3,,7.6,9.7,,6.25001,8.3,,5.625,5.6,,7.03125,7.8,,7.75,7.3,,6.893959333333333,7.738,,Desistiu em 2022,2018.0,,7.544444444444444,6.4437525,7.4703125
ALUNO-689,2.0,2.0,3.0,Ametista,Ametista,Ametista,1.0,0.0,0.0,10.0,5.0,10.0,5.5,7.9,6.333333333333333,9.3,9.2,9.249512670565302,9.000020000000001,8.5,8.75001,5.0,7.5,5.0,5.0,7.5,8.75,9.58334,8.3,8.25,7.776669999999999,7.908,8.016570200779729,Ativo,2017.0,3.0,8.053649555988736,7.291671666666666,7.897223333333334
ALUNO-691,1.0,,,Ametista,,,0.0,,,5.0,,,9.0,,,9.2,,,7.00002,,,6.25,,,7.291666666666667,,,7.5,,,7.694168666666667,,,Desistiu em 2021,2019.0,,7.733333333333333,6.62501,7.395833333333334
ALUNO-693,0.0,0.0,1.0,Ametista,Ágata,Ametista,0.0,0.0,0.0,10.0,5.0,5.0,10.0,5.9,7.416666666666666,10.0,5.0,8.624561403508771,8.500020000000001,8.5,8.500020000000001,7.5,7.5,7.5,2.5,7.5,6.041666666666667,6.99999,8.3,7.61111,8.25,6.675,7.434636280701754,Ativo,2020.0,1.0,7.437914230019493,8.000006666666666,6.492127777777778
ALUNO-695,0.0,0.0,1.0,Topázio,Topázio,Ametista,0.0,1.0,0.0,10.0,5.0,5.0,9.0,7.1,7.25,10.0,10.0,9.88095238095238,9.000020000000001,10.0,10.00002,7.5,7.5,7.5,7.8125,7.5,5.0,6.99999,9.3,7.222223333333334,8.631250000000001,8.263,7.620637142857143,Ativo,2020.0,1.0,8.136772486772486,8.58334,7.3057855555555555
ALUNO-696,2.0,,,Ametista,,,1.0,,,5.0,,,6.5,,,9.6,,,7.50002,,,7.5,,,7.916666666666668,,,8.833336666666666,,,7.778336,,,Desistiu em 2021,2019.0,,7.033333333333334,7.50001,8.375001666666666
ALUNO-698,5.0,6.0,,Ágata,Ametista,,0.0,0.0,,5.0,5.0,,5.333333333333333,7.2,,8.8,8.1,,7.08333,7.9,,5.625,5.6,,8.333333333333334,8.1,,7.888893333333335,7.9,,7.008611666666667,7.294,,Desistiu em 2022,2020.0,,6.572222222222223,6.552082500000001,8.055556666666666
ALUNO-699,2.0,,,Ágata,,,0.0,,,5.0,,,6.5,,,4.7,,,9.000020000000001,,,7.5,,,7.916666666666668,,,8.055560000000002,,,6.792780666666667,,,Desistiu em 2021,2019.0,,5.3999999999999995,8.25001,7.986113333333335
ALUNO-700,2.0,2.0,2.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,10.0,5.0,5.0,4.5,4.9,4.0,6.9,4.6,5.858788554440729,9.000020000000001,9.5,10.00002,7.5,7.5,5.625,7.916666666666668,7.5,6.25,6.222213333333333,6.8,7.222223333333333,6.966111333333335,6.197,6.103704377554813,Ativo,2019.0,2.0,5.639865394937859,8.187506666666666,6.985183888888888
ALUNO-702,1.0,,,Topázio,,,0.0,,,10.0,,,10.0,,,9.5,,,8.500020000000001,,,7.5,,,7.291666666666667,,,7.944443333333333,,,8.818057333333334,,,Desistiu em 2021,2019.0,,9.833333333333334,8.00001,7.618055
ALUNO-703,2.0,3.0,4.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,5.0,5.0,5.0,9.5,6.3,6.188888888888889,9.9,6.7,5.945980743394537,8.500020000000001,9.2,8.33334,7.5,7.5,7.5,8.4375,7.5,7.8125,7.583335,7.9,7.6666675,8.340419,7.106,6.824891426456685,Ativo,2019.0,4.0,6.614985514698159,8.088893333333333,7.816667083333333
ALUNO-704,2.0,,,Ametista,,,0.0,,,10.0,,,3.5,,,9.7,,,9.000020000000001,,,7.5,,,7.5,,,7.75,,,7.590002,,,Desistiu em 2021,2018.0,,7.733333333333333,8.25001,7.625
ALUNO-707,2.0,2.0,3.0,Ametista,Ágata,Quartzo,0.0,0.0,0.0,5.0,2.5,2.5,8.0,5.4,3.5,8.7,7.1,6.868589743589744,9.000020000000001,9.5,8.75001,7.5,7.5,7.5,7.708333333333334,7.5,7.1875,7.666663333333333,8.1,6.3749925,7.794168000000001,6.814,5.942467448717949,Ativo,2019.0,3.0,5.507621082621083,8.291671666666666,7.422914861111111
ALUNO-708,1.0,1.0,1.0,Ametista,Ametista,Quartzo,0.0,0.0,0.0,5.0,5.0,5.0,10.0,5.1,2.833333333333333,8.1,9.2,6.130434782608695,8.500020000000001,9.0,8.000020000000001,7.5,7.5,7.5,7.291666666666667,8.3,6.458333333333334,7.777776666666667,7.2,6.999999999999999,8.004724,7.286,5.888588956521739,Ativo,2019.0,1.0,6.262640901771337,8.000006666666666,7.337962777777778
ALUNO-710,2.0,2.0,3.0,Ametista,Topázio,Topázio,0.0,0.0,1.0,10.0,10.0,10.0,9.0,8.3,5.111111111111111,8.2,9.2,9.099410315085372,9.50002,9.5,9.16668,6.25,7.5,7.5,7.5,8.3,8.90625,8.333335,8.4,8.625,8.431669,8.713,8.124397285239297,Ativo,2018.0,3.0,8.767835714021832,8.236116666666666,8.3440975
ALUNO-712,1.0,,,Ametista,,,0.0,,,5.0,,,7.5,,,8.6,,,8.500020000000001,,,7.5,,,7.1875,,,7.75,,,7.588752,,,Desistiu em 2021,2020.0,,7.033333333333334,8.00001,7.46875
ALUNO-713,2.0,2.0,,Quartzo,Quartzo,,0.0,0.0,,10.0,5.0,,1.5,2.6,,6.8,6.3,,5.83334,0.0,,7.5,6.9,,5.624999999999999,8.1,,7.555553333333333,6.8,,6.066944666666666,5.129,,Desistiu em 2022,2019.0,,5.366666666666667,5.058335,7.020138333333333
ALUNO-714,7.0,,,Quartzo,,,0.0,,,10.0,,,4.5,,,2.7,,,7.5,,,4.375,,,6.5625,,,6.333325,,,5.550414999999999,,,Desistiu em 2021,2018.0,,5.733333333333333,5.9375,6.4479125
ALUNO-716,2.0,2.0,,Ametista,Ametista,,0.0,0.0,,10.0,10.0,,3.5,4.5,,9.9,6.3,,9.000020000000001,8.5,,7.5,7.5,,8.125,7.5,,7.833333333333333,7.1,,7.709168666666667,6.911,,Desistiu em 2022,2019.0,,7.366666666666667,8.125005,7.6395833333333325
ALUNO-718,2.0,,,Quartzo,,,0.0,,,5.0,,,0.0,,,7.4,,,9.000020000000001,,,4.375,,,7.291666666666667,,,7.5,,,5.546668666666667,,,Desistiu em 2021,2019.0,,4.133333333333334,6.6875100000000005,7.395833333333334
ALUNO-719,2.0,,,Quartzo,,,0.0,,,10.0,,,1.5,,,5.4,,,8.000020000000001,,,4.375,,,7.708333333333334,,,6.49999,,,5.688333333333334,,,Desistiu em 2021,2017.0,,5.633333333333333,6.1875100000000005,7.104161666666667
ALUNO-720,5.0,,,Ágata,,,0.0,,,5.0,,,4.0,,,7.3,,,6.24999,,,6.25,,,7.708333333333334,,,7.72222,,,6.325276333333333,,,Desistiu em 2021,2019.0,,5.433333333333334,6.249995,7.715276666666667
ALUNO-721,1.0,2.0,3.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,5.0,5.0,5.0,4.0,2.5,1.277777777777778,7.3,3.8,3.809722222222223,7.50002,9.5,7.5,5.0,5.6,5.0,2.5,6.7,6.875,7.0,5.5,5.54166,5.660002,5.029,4.563332,Ativo,2019.0,3.0,4.1875,6.6833366666666665,5.686109999999999
ALUNO-724,2.0,,,Ametista,,,0.0,,,10.0,,,6.0,,,9.4,,,6.91668,,,7.5,,,7.291666666666667,,,8.055553333333332,,,7.861945333333334,,,Desistiu em 2021,2019.0,,8.466666666666667,7.20834,7.67361
ALUNO-725,2.0,2.0,,Ágata,Quartzo,,0.0,0.0,,10.0,5.0,,7.0,0.0,,3.3,0.4,,9.000020000000001,0.0,,5.0,7.5,,6.875,7.5,,7.916665,3.4,,6.730835000000001,2.767,,Desistiu em 2022,2018.0,,4.283333333333333,5.375005,6.42291625
ALUNO-731,5.0,,,Ágata,,,0.0,,,5.0,,,4.333333333333333,,,7.8,,,9.16668,,,3.125,,,7.708333333333334,,,7.555553333333333,,,6.437778666666668,,,Desistiu em 2021,2019.0,,5.711111111111111,6.14584,7.631943333333334
ALUNO-732,4.0,5.0,6.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,10.0,10.0,10.0,7.666666666666667,8.0,6.077777777777778,7.0,6.4,5.248218852758495,7.91667,7.9,8.75001,7.5,7.5,8.75,8.541666666666666,8.1,7.65625,7.611113333333334,7.7,7.944446666666668,7.851389666666667,7.765,7.369714659440588,Ativo,2018.0,6.0,7.821407033022549,8.05278,7.925579444444445
ALUNO-733,2.0,3.0,,Ágata,Ametista,,0.0,0.0,,10.0,10.0,,2.5,4.4,,7.9,6.4,,8.500020000000001,8.8,,8.125,6.3,,7.1875,7.7,,7.916665,7.3,,7.044585,6.89,,Desistiu em 2022,2018.0,,6.866666666666667,7.931255,7.5260412500000005
ALUNO-737,2.0,2.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,10.0,5.0,5.0,6.5,6.9,6.333333333333333,9.6,7.1,9.682539682539682,8.500020000000001,9.0,8.000020000000001,7.5,7.5,7.5,7.5,8.5,6.25,7.5,8.1,7.5,8.070001999999999,7.431,7.378176603174603,Ativo,2019.0,2.0,7.3462081128747805,8.000006666666666,7.558333333333334
ALUNO-738,2.0,3.0,4.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,5.0,10.0,10.0,6.0,8.1,4.877777777777777,9.0,7.8,9.182971014492754,7.50002,9.2,8.33335,6.875,6.3,5.625,8.541666666666668,7.5,6.40625,8.333336666666668,7.9,5.79166,7.458336000000001,8.042,7.006941758454106,Ativo,2018.0,4.0,7.773416532474503,7.305561666666667,7.412152222222223
ALUNO-739,3.0,3.0,4.0,Topázio,Ametista,Ametista,1.0,1.0,1.0,10.0,5.0,5.0,8.333333333333334,7.6,7.388888888888889,7.3,8.1,8.035296867695186,10.00002,9.2,9.16668,10.0,8.8,9.375,8.4375,8.1,8.59375,8.666675,9.2,8.375007499999999,8.703753666666667,8.085,7.973381651316815,Ativo,2016.0,4.0,7.4175021211019345,9.423616666666666,8.562155416666664
ALUNO-740,0.0,0.0,,Ametista,Ágata,,0.0,0.0,,5.0,5.0,,10.0,4.2,,9.4,5.8,,8.000020000000001,9.0,,8.125,7.5,,7.8125,7.5,,5.83333,7.6,,7.940418,6.421,,Desistiu em 2022,2020.0,,6.566666666666666,8.156255,7.1864574999999995
ALUNO-743,0.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,10.0,10.0,5.0,10.0,6.4,8.416666666666666,9.8,8.8,8.483333333333333,9.000020000000001,10.0,8.000020000000001,5.0,5.0,5.625,2.5,7.9,5.833333333333334,6.916655,8.7,7.77778,7.993333000000001,8.061,7.381391333333333,Ativo,2020.0,1.0,8.544444444444444,7.104173333333333,6.604628055555556
ALUNO-744,6.0,,,Quartzo,,,0.0,,,5.0,,,2.6666666666666665,,,4.6,,,5.41667,,,5.0,,,6.71875,,,7.0416675,,,5.075208833333333,,,Desistiu em 2021,2019.0,,4.088888888888889,5.208335,6.8802087499999995
ALUNO-745,4.0,,,Quartzo,,,0.0,,,5.0,,,2.0,,,5.7,,,8.75001,,,7.5,,,8.125,,,7.38889,,,5.955279,,,Desistiu em 2021,2019.0,,4.233333333333333,8.125005,7.756945
ALUNO-746,2.0,2.0,3.0,Topázio,Topázio,Topázio,1.0,1.0,1.0,10.0,10.0,10.0,9.0,9.3,7.777777777777779,9.1,8.8,9.39305259957434,9.000020000000001,9.0,7.5,7.5,8.8,6.25,8.541666666666666,8.5,8.59375,8.833336666666666,9.4,9.2083375,8.890836,9.107,8.510208575470424,Ativo,2018.0,3.0,9.263425597483568,8.008336666666667,8.846181805555554
ALUNO-747,3.0,4.0,5.0,Ametista,Topázio,Ametista,0.0,1.0,0.0,10.0,10.0,10.0,8.0,7.4,6.777777777777779,9.1,8.9,8.864583333333334,7.91667,8.8,7.91667,5.625,7.5,5.625,7.96875,9.2,6.25,7.91667,9.3,7.416665,8.154376000000001,8.675,7.590972222222223,Ativo,2019.0,5.0,8.782484567901234,7.230556666666668,8.008680833333333
ALUNO-749,4.0,4.0,,Ágata,Ágata,,0.0,0.0,,10.0,5.0,,5.333333333333333,7.6,,3.7,5.0,,9.58335,6.3,,7.5,7.5,,8.541666666666666,7.5,,5.666659999999999,6.8,,6.502500333333334,6.508,,Desistiu em 2022,2018.0,,6.105555555555555,7.7208375,7.127081666666666
ALUNO-750,4.0,,,Quartzo,,,0.0,,,5.0,,,0.0,,,6.4,,,9.58335,,,6.875,,,8.125,,,6.555553333333332,,,5.549445666666667,,,Desistiu em 2021,2020.0,,3.8000000000000003,8.229175,7.340276666666666
ALUNO-753,3.0,4.0,4.0,Ágata,Quartzo,Quartzo,0.0,0.0,0.0,10.0,10.0,10.0,2.333333333333333,0.8,1.777777777777778,6.6,2.5,3.440830721003135,7.91667,8.3,7.91667,7.5,7.5,7.5,8.125,7.2,4.84375,6.722216666666666,4.1,4.9583375,6.485277,4.785,5.061431199756183,Ativo,2019.0,4.0,5.272437981346028,7.772223333333334,5.991550694444444
ALUNO-755,3.0,4.0,5.0,Ametista,Ágata,Ametista,0.0,0.0,0.0,10.0,10.0,10.0,8.0,6.8,6.944444444444446,7.5,4.7,8.792467948717949,7.91667,7.1,7.5,5.0,6.9,5.0,8.4375,7.8,8.125,7.5,7.0,6.291665,7.735417,6.872,7.468215478632479,Ativo,2017.0,5.0,8.081879154795821,6.569444999999999,7.525694166666667
ALUNO-756,2.0,,,Ametista,,,0.0,,,5.0,,,9.0,,,8.9,,,9.000020000000001,,,7.5,,,4.375,,,6.33333,,,7.434168,,,Desistiu em 2021,2019.0,,7.633333333333333,8.25001,5.354165
ALUNO-757,3.0,3.0,3.0,Ágata,Quartzo,Ágata,0.0,0.0,0.0,10.0,5.0,5.0,4.666666666666667,2.9,4.75,4.3,5.3,6.6875,5.41666,7.9,7.5,7.5,7.5,7.5,7.96875,7.3,6.25,6.791665,5.1,6.41666,6.240207333333333,5.421,6.195832000000001,Ativo,2017.0,3.0,5.400462962962964,7.219443333333333,6.6378458333333334
ALUNO-758,2.0,2.0,,Ametista,Ametista,,0.0,0.0,,10.0,5.0,,4.25,6.5,,7.5,5.4,,9.000020000000001,8.5,,7.5,7.5,,7.916666666666666,8.3,,8.222226666666666,8.3,,7.436114000000001,6.983,,Desistiu em 2022,2020.0,,6.441666666666666,8.125005,8.184723333333334
ALUNO-760,0.0,0.0,1.0,Topázio,Ametista,Ametista,0.0,0.0,0.0,10.0,10.0,10.0,10.0,6.8,3.916666666666667,9.8,5.8,9.285714285714285,9.000020000000001,8.0,8.500020000000001,7.5,7.5,7.5,7.8125,7.8,5.625,6.24999,7.5,6.277773333333333,8.641250000000001,7.36,7.058532857142858,Ativo,2020.0,1.0,8.400264550264549,8.000006666666666,6.87754388888889
ALUNO-766,4.0,5.0,6.0,Ágata,Ametista,Quartzo,0.0,0.0,0.0,5.0,5.0,5.0,3.6666666666666665,6.5,4.766666666666667,7.4,7.5,4.617281695286811,8.75001,9.2,0.0,7.5,7.5,7.5,8.749999999999998,7.8,6.25,8.055560000000002,8.4,5.999993333333333,6.824446333333334,7.44,4.951788339057362,Ativo,2020.0,6.0,5.494512780957794,6.741668333333333,7.542592222222223
ALUNO-767,3.0,,,Ágata,,,0.0,,,10.0,,,7.0,,,5.0,,,9.16668,,,7.5,,,7.96875,,,6.16666,,,7.096875,,,Desistiu em 2021,2018.0,,7.333333333333333,8.33334,7.067705
ALUNO-768,3.0,3.0,4.0,Ametista,Ametista,Ametista,1.0,0.0,0.0,5.0,5.0,5.0,7.666666666666667,8.4,6.533333333333334,9.9,9.2,8.574712643678161,7.916679999999999,8.3,7.91667,4.375,6.3,5.625,7.291666666666667,8.1,7.5,8.77778,8.9,7.291665,7.727224,8.065,7.084109195402299,Ativo,2017.0,4.0,7.252745849297573,6.738891666666667,7.976851944444444
ALUNO-773,2.0,2.0,3.0,Ametista,Topázio,Topázio,1.0,1.0,1.0,5.0,5.0,5.0,9.5,8.9,8.444444444444445,5.6,10.0,9.88095238095238,9.000020000000001,9.5,10.00002,7.5,7.5,7.5,8.958333333333334,9.8,8.90625,8.944446666666664,9.8,9.250005000000002,7.854724666666667,8.921,8.655707365079365,Ativo,2016.0,3.0,7.480599647266313,8.500006666666666,9.276505833333333
ALUNO-776,3.0,3.0,,Quartzo,Quartzo,,0.0,0.0,,5.0,5.0,,1.6666666666666667,3.9,,5.2,4.2,,9.16668,7.9,,7.5,7.5,,7.291666666666667,6.9,,6.611106666666666,5.4,,5.591389333333334,5.424,,Desistiu em 2022,2020.0,,4.161111111111111,8.01667,6.550693333333333
ALUNO-777,1.0,2.0,,Ágata,Quartzo,,0.0,0.0,,5.0,2.5,,7.25,4.3,,7.8,3.8,,8.000020000000001,8.0,,5.0,7.5,,7.1875,7.5,,7.416665,6.8,,7.012085000000001,5.5,,Desistiu em 2022,2019.0,,5.108333333333333,7.125005,7.226041250000001
